S.N.,Open,High,Low,Close,Change,Per Change (%),Percentage change,Turnover,Date
5826,193.91,193.91,193.91,193.91,3.33,0,1.75,0,4/1/1997
5827,190.58,190.58,190.58,190.58,2.67,0,1.42,0,3/31/1997
5828,187.91,187.91,187.91,187.91,1.82,0,0.98,0,3/30/1997
5829,186.09,186.09,186.09,186.09,0.39,0,0.21,0,3/27/1997
5830,185.7,185.7,185.7,185.7,1.44,0,0.78,0,3/26/1997
5831,184.26,184.26,184.26,184.26,-0.08,0,-0.04,0,3/25/1997
5832,184.34,184.34,184.34,184.34,-0.24,0,-0.13,0,3/24/1997
5833,184.58,184.58,184.58,184.58,0.18,0,0.10,0,3/20/1997
5834,184.4,184.4,184.4,184.4,0.8,0,0.44,0,3/19/1997
5835,183.6,183.6,183.6,183.6,-5.53,0,-2.92,0,3/18/1997
5836,189.13,189.13,189.13,189.13,0.18,0,0.10,0,3/17/1997
5837,188.95,188.95,188.95,188.95,0.59,0,0.31,0,3/16/1997
5838,188.36,188.36,188.36,188.36,-0.01,0,-0.01,0,3/13/1997
5839,188.37,188.37,188.37,188.37,0.1,0,0.05,0,3/12/1997
5840,188.27,188.27,188.27,188.27,0.82,0,0.44,0,3/11/1997
5841,187.45,187.45,187.45,187.45,1.42,0,0.76,0,3/10/1997
5842,186.03,186.03,186.03,186.03,0.68,0,0.37,0,3/6/1997
5843,185.35,185.35,185.35,185.35,0.65,0,0.35,0,3/5/1997
5844,184.7,184.7,184.7,184.7,3.71,0,2.05,0,3/4/1997
5845,180.99,180.99,180.99,180.99,-1.02,0,-0.56,0,3/3/1997
5846,182.01,182.01,182.01,182.01,1.33,0,0.74,0,3/2/1997
5847,180.68,180.68,180.68,180.68,2.07,0,1.16,0,2/27/1997
5848,178.61,178.61,178.61,178.61,-0.1,0,-0.06,0,2/26/1997
5849,178.71,178.71,178.71,178.71,-0.05,0,-0.03,0,2/25/1997
5850,178.76,178.76,178.76,178.76,-0.57,0,-0.32,0,2/24/1997
5851,179.33,179.33,179.33,179.33,-0.17,0,-0.09,0,2/23/1997
5852,179.5,179.5,179.5,179.5,-1.57,0,-0.87,0,2/20/1997
5853,181.07,181.07,181.07,181.07,0.53,0,0.29,0,2/19/1997
5854,180.54,180.54,180.54,180.54,0.19,0,0.11,0,2/17/1997
5855,180.35,180.35,180.35,180.35,0.24,0,0.13,0,2/16/1997
5856,180.11,180.11,180.11,180.11,0.54,0,0.30,0,2/13/1997
5857,179.57,179.57,179.57,179.57,-0.5,0,-0.28,0,2/11/1997
5858,180.07,180.07,180.07,180.07,0.56,0,0.31,0,2/10/1997
5859,179.51,179.51,179.51,179.51,-0.27,0,-0.15,0,2/9/1997
5860,179.78,179.78,179.78,179.78,-0.04,0,-0.02,0,2/6/1997
5861,179.82,179.82,179.82,179.82,-0.36,0,-0.20,0,2/5/1997
5862,180.18,180.18,180.18,180.18,-0.17,0,-0.09,0,2/4/1997
5863,180.35,180.35,180.35,180.35,-0.4,0,-0.22,0,2/3/1997
5864,180.75,180.75,180.75,180.75,-0.12,0,-0.07,0,2/2/1997
5865,180.87,180.87,180.87,180.87,0.93,0,0.52,0,1/30/1997
5866,179.94,179.94,179.94,179.94,-0.39,0,-0.22,0,1/28/1997
5867,180.33,180.33,180.33,180.33,-0.54,0,-0.30,0,1/27/1997
5868,180.87,180.87,180.87,180.87,1.48,0,0.83,0,1/26/1997
5869,179.39,179.39,179.39,179.39,-0.04,0,-0.02,0,1/23/1997
5870,179.43,179.43,179.43,179.43,0.3,0,0.17,0,1/22/1997
5871,179.13,179.13,179.13,179.13,0.06,0,0.03,0,1/21/1997
5872,179.07,179.07,179.07,179.07,-1.29,0,-0.72,0,1/20/1997
5873,180.36,180.36,180.36,180.36,1.09,0,0.61,0,1/19/1997
5874,179.27,179.27,179.27,179.27,-0.58,0,-0.32,0,1/16/1997
5875,179.85,179.85,179.85,179.85,0.35,0,0.19,0,1/15/1997
5876,179.5,179.5,179.5,179.5,0.06,0,0.03,0,1/14/1997
5877,179.44,179.44,179.44,179.44,-1.25,0,-0.69,0,1/13/1997
5878,180.69,180.69,180.69,180.69,1.73,0,0.97,0,1/12/1997
5879,178.96,178.96,178.96,178.96,0.17,0,0.10,0,1/9/1997
5880,178.79,178.79,178.79,178.79,0.71,0,0.40,0,1/8/1997
5881,178.08,178.08,178.08,178.08,-0.03,0,-0.02,0,1/7/1997
5882,178.11,178.11,178.11,178.11,-1.19,0,-0.66,0,1/6/1997
5883,179.3,179.3,179.3,179.3,0.28,0,0.16,0,1/5/1997
5884,179.02,179.02,179.02,179.02,-0.11,0,-0.06,0,1/2/1997
5885,179.13,179.13,179.13,179.13,0.26,0,0.15,0,1/1/1997
5886,178.87,178.87,178.87,178.87,0.45,0,0.25,0,12/31/1996
5887,178.42,178.42,178.42,178.42,-0.91,0,-0.51,0,12/30/1996
5888,179.33,179.33,179.33,179.33,-0.16,0,-0.09,0,12/26/1996
5889,179.49,179.49,179.49,179.49,0.03,0,0.02,0,12/25/1996
5890,179.46,179.46,179.46,179.46,0.39,0,0.22,0,12/24/1996
5891,179.07,179.07,179.07,179.07,-0.97,0,-0.54,0,12/23/1996
5892,180.04,180.04,180.04,180.04,1.06,0,0.59,0,12/22/1996
5893,178.98,178.98,178.98,178.98,0.18,0,0.10,0,12/19/1996
5894,178.8,178.8,178.8,178.8,0.08,0,0.04,0,12/18/1996
5895,178.72,178.72,178.72,178.72,-0.49,0,-0.27,0,12/17/1996
5896,179.21,179.21,179.21,179.21,0.14,0,0.08,0,12/16/1996
5897,179.07,179.07,179.07,179.07,1.62,0,0.91,0,12/15/1996
5898,177.45,177.45,177.45,177.45,0.11,0,0.06,0,12/12/1996
5899,177.34,177.34,177.34,177.34,-1.57,0,-0.88,0,12/11/1996
5900,178.91,178.91,178.91,178.91,0.24,0,0.13,0,12/10/1996
5901,178.67,178.67,178.67,178.67,-0.79,0,-0.44,0,12/9/1996
5902,179.46,179.46,179.46,179.46,0.6,0,0.34,0,12/8/1996
5903,178.86,178.86,178.86,178.86,-0.04,0,-0.02,0,12/5/1996
5904,178.9,178.9,178.9,178.9,0.08,0,0.04,0,12/4/1996
5905,178.82,178.82,178.82,178.82,0.77,0,0.43,0,12/3/1996
5906,178.05,178.05,178.05,178.05,-1.54,0,-0.86,0,12/2/1996
5907,179.59,179.59,179.59,179.59,1.46,0,0.82,0,12/1/1996
5908,178.13,178.13,178.13,178.13,0.16,0,0.09,0,11/28/1996
5909,177.97,177.97,177.97,177.97,-0.63,0,-0.35,0,11/27/1996
5910,178.6,178.6,178.6,178.6,0.46,0,0.26,0,11/26/1996
5911,178.14,178.14,178.14,178.14,-1.12,0,-0.62,0,11/25/1996
5912,179.26,179.26,179.26,179.26,0.66,0,0.37,0,11/24/1996
5913,178.6,178.6,178.6,178.6,0.59,0,0.33,0,11/21/1996
5914,178.01,178.01,178.01,178.01,-0.44,0,-0.25,0,11/20/1996
5915,178.45,178.45,178.45,178.45,-1.06,0,-0.59,0,11/19/1996
5916,179.51,179.51,179.51,179.51,-1.08,0,-0.60,0,11/18/1996
5917,180.59,180.59,180.59,180.59,0.3,0,0.17,0,11/17/1996
5918,180.29,180.29,180.29,180.29,-0.75,0,-0.41,0,11/14/1996
5919,181.04,181.04,181.04,181.04,0.45,0,0.25,0,11/13/1996
5920,180.59,180.59,180.59,180.59,-0.38,0,-0.21,0,11/7/1996
5921,180.97,180.97,180.97,180.97,0.38,0,0.21,0,11/6/1996
5922,180.59,180.59,180.59,180.59,0.23,0,0.13,0,11/5/1996
5923,180.36,180.36,180.36,180.36,-1.81,0,-0.99,0,11/4/1996
5924,182.17,182.17,182.17,182.17,0.85,0,0.47,0,11/3/1996
5925,181.32,181.32,181.32,181.32,-0.37,0,-0.20,0,10/31/1996
5926,181.69,181.69,181.69,181.69,-0.48,0,-0.26,0,10/30/1996
5927,182.17,182.17,182.17,182.17,0.08,0,0.04,0,10/29/1996
5928,182.09,182.09,182.09,182.09,-0.44,0,-0.24,0,10/28/1996
5929,182.53,182.53,182.53,182.53,0.78,0,0.43,0,10/27/1996
5930,181.75,181.75,181.75,181.75,0.11,0,0.06,0,10/17/1996
5931,181.64,181.64,181.64,181.64,-0.38,0,-0.21,0,10/16/1996
5932,182.02,182.02,182.02,182.02,0.44,0,0.24,0,10/15/1996
5933,181.58,181.58,181.58,181.58,-0.06,0,-0.03,0,10/14/1996
5934,181.64,181.64,181.64,181.64,0.68,0,0.38,0,10/10/1996
5935,180.96,180.96,180.96,180.96,-0.85,0,-0.47,0,10/9/1996
5936,181.81,181.81,181.81,181.81,0.61,0,0.34,0,10/8/1996
5937,181.2,181.2,181.2,181.2,1.88,0,1.05,0,10/7/1996
5938,179.32,179.32,179.32,179.32,0.7,0,0.39,0,10/6/1996
5939,178.62,178.62,178.62,178.62,0.68,0,0.38,0,10/3/1996
5940,177.94,177.94,177.94,177.94,-0.37,0,-0.21,0,10/2/1996
5941,178.31,178.31,178.31,178.31,-0.45,0,-0.25,0,10/1/1996
5942,178.76,178.76,178.76,178.76,-1.19,0,-0.66,0,9/30/1996
5943,179.95,179.95,179.95,179.95,0,0,0.00,0,9/29/1996
5944,179.95,179.95,179.95,179.95,-0.81,0,-0.45,0,9/25/1996
5945,180.76,180.76,180.76,180.76,0.04,0,0.02,0,9/24/1996
5946,180.72,180.72,180.72,180.72,-0.03,0,-0.02,0,9/23/1996
5947,180.75,180.75,180.75,180.75,0.02,0,0.01,0,9/22/1996
5948,180.73,180.73,180.73,180.73,0.26,0,0.14,0,9/19/1996
5949,180.47,180.47,180.47,180.47,-0.36,0,-0.20,0,9/18/1996
5950,180.83,180.83,180.83,180.83,-0.06,0,-0.03,0,9/17/1996
5951,180.89,180.89,180.89,180.89,-0.62,0,-0.34,0,9/16/1996
5952,181.51,181.51,181.51,181.51,-0.78,0,-0.43,0,9/15/1996
5953,182.29,182.29,182.29,182.29,-0.64,0,-0.35,0,9/12/1996
5954,182.93,182.93,182.93,182.93,-0.42,0,-0.23,0,9/11/1996
5955,183.35,183.35,183.35,183.35,-0.41,0,-0.22,0,9/10/1996
5956,183.76,183.76,183.76,183.76,-1.41,0,-0.76,0,9/9/1996
5957,185.17,185.17,185.17,185.17,0.25,0,0.14,0,9/8/1996
5958,184.92,184.92,184.92,184.92,-0.07,0,-0.04,0,9/5/1996
5959,184.99,184.99,184.99,184.99,-0.4,0,-0.22,0,9/3/1996
5960,185.39,185.39,185.39,185.39,-0.99,0,-0.53,0,9/2/1996
5961,186.38,186.38,186.38,186.38,0.63,0,0.34,0,9/1/1996
5962,185.75,185.75,185.75,185.75,-0.87,0,-0.47,0,8/27/1996
5963,186.62,186.62,186.62,186.62,1.75,0,0.95,0,8/26/1996
5964,184.87,184.87,184.87,184.87,-1.44,0,-0.77,0,8/25/1996
5965,186.31,186.31,186.31,186.31,-0.96,0,-0.51,0,8/22/1996
5966,187.27,187.27,187.27,187.27,1.46,0,0.79,0,8/21/1996
5967,185.81,185.81,185.81,185.81,-0.16,0,-0.09,0,8/20/1996
5968,185.97,185.97,185.97,185.97,-0.54,0,-0.29,0,8/19/1996
5969,186.51,186.51,186.51,186.51,1.46,0,0.79,0,8/18/1996
5970,185.05,185.05,185.05,185.05,-0.22,0,-0.12,0,8/15/1996
5971,185.27,185.27,185.27,185.27,-0.21,0,-0.11,0,8/14/1996
5972,185.48,185.48,185.48,185.48,0.47,0,0.25,0,8/13/1996
5973,185.01,185.01,185.01,185.01,-0.44,0,-0.24,0,8/12/1996
5974,185.45,185.45,185.45,185.45,2.12,0,1.16,0,8/11/1996
5975,183.33,183.33,183.33,183.33,1.19,0,0.65,0,8/8/1996
5976,182.14,182.14,182.14,182.14,-0.94,0,-0.51,0,8/7/1996
5977,183.08,183.08,183.08,183.08,-0.55,0,-0.30,0,8/6/1996
5978,183.63,183.63,183.63,183.63,-1.18,0,-0.64,0,8/5/1996
5979,184.81,184.81,184.81,184.81,1.15,0,0.63,0,8/4/1996
5980,183.66,183.66,183.66,183.66,1.47,0,0.81,0,8/1/1996
5981,182.19,182.19,182.19,182.19,-0.92,0,-0.50,0,7/31/1996
5982,183.11,183.11,183.11,183.11,0.58,0,0.32,0,7/30/1996
5983,182.53,182.53,182.53,182.53,-0.74,0,-0.40,0,7/29/1996
5984,183.27,183.27,183.27,183.27,0.01,0,0.01,0,7/28/1996
5985,183.26,183.26,183.26,183.26,0.4,0,0.22,0,7/25/1996
5986,182.86,182.86,182.86,182.86,0.41,0,0.22,0,7/24/1996
5987,182.45,182.45,182.45,182.45,-0.42,0,-0.23,0,7/23/1996
5988,182.87,182.87,182.87,182.87,-0.39,0,-0.21,0,7/22/1996
5989,183.26,183.26,183.26,183.26,0.21,0,0.11,0,7/21/1996
5990,183.05,183.05,183.05,183.05,-1.34,0,-0.73,0,7/18/1996
5991,184.39,184.39,184.39,184.39,-0.39,0,-0.21,0,7/17/1996
5992,184.78,184.78,184.78,184.78,-0.83,0,-0.45,0,7/16/1996
5993,185.61,185.61,185.61,185.61,0.92,0,0.50,0,7/15/1996
5994,184.69,184.69,184.69,184.69,2.2,0,1.21,0,7/14/1996
5995,182.49,182.49,182.49,182.49,0.03,0,0.02,0,7/11/1996
5996,182.46,182.46,182.46,182.46,0.44,0,0.24,0,7/10/1996
5997,182.02,182.02,182.02,182.02,0.57,0,0.31,0,7/9/1996
5998,181.45,181.45,181.45,181.45,-0.3,0,-0.17,0,7/8/1996
5999,181.75,181.75,181.75,181.75,-0.87,0,-0.48,0,7/7/1996
6000,182.62,182.62,182.62,182.62,-0.84,0,-0.46,0,7/4/1996
6001,183.46,183.46,183.46,183.46,-0.19,0,-0.10,0,7/3/1996
6002,183.65,183.65,183.65,183.65,-1.04,0,-0.56,0,7/2/1996
6003,184.69,184.69,184.69,184.69,-0.68,0,-0.37,0,7/1/1996
6004,185.37,185.37,185.37,185.37,-0.11,0,-0.06,0,6/30/1996
6005,185.48,185.48,185.48,185.48,-0.24,0,-0.13,0,6/27/1996
6006,185.72,185.72,185.72,185.72,0.88,0,0.48,0,6/26/1996
6007,184.84,184.84,184.84,184.84,2.63,0,1.44,0,6/25/1996
6008,182.21,182.21,182.21,182.21,0.07,0,0.04,0,6/24/1996
6009,182.14,182.14,182.14,182.14,-0.19,0,-0.10,0,6/23/1996
6010,182.33,182.33,182.33,182.33,-0.93,0,-0.51,0,6/20/1996
6011,183.26,183.26,183.26,183.26,0.53,0,0.29,0,6/19/1996
6012,182.73,182.73,182.73,182.73,0.56,0,0.31,0,6/18/1996
6013,182.17,182.17,182.17,182.17,0.6,0,0.33,0,6/17/1996
6014,181.57,181.57,181.57,181.57,1.23,0,0.68,0,6/16/1996
6015,180.34,180.34,180.34,180.34,0.43,0,0.24,0,6/13/1996
6016,179.91,179.91,179.91,179.91,0.65,0,0.36,0,6/12/1996
6017,179.26,179.26,179.26,179.26,0.58,0,0.32,0,6/11/1996
6018,178.68,178.68,178.68,178.68,0.46,0,0.26,0,6/10/1996
6019,178.22,178.22,178.22,178.22,0.38,0,0.21,0,6/9/1996
6020,177.84,177.84,177.84,177.84,0.61,0,0.34,0,6/6/1996
6021,177.23,177.23,177.23,177.23,0.28,0,0.16,0,6/5/1996
6022,176.95,176.95,176.95,176.95,-0.28,0,-0.16,0,6/4/1996
6023,177.23,177.23,177.23,177.23,0.58,0,0.33,0,6/3/1996
6024,176.65,176.65,176.65,176.65,-0.04,0,-0.02,0,6/2/1996
6025,176.69,176.69,176.69,176.69,0.4,0,0.23,0,5/30/1996
6026,176.29,176.29,176.29,176.29,-0.09,0,-0.05,0,5/29/1996
6027,176.38,176.38,176.38,176.38,0.42,0,0.24,0,5/28/1996
6028,175.96,175.96,175.96,175.96,-0.03,0,-0.02,0,5/27/1996
6029,175.99,175.99,175.99,175.99,1.01,0,0.58,0,5/26/1996
6030,174.98,174.98,174.98,174.98,-0.45,0,-0.26,0,5/22/1996
6031,175.43,175.43,175.43,175.43,-0.49,0,-0.28,0,5/21/1996
6032,175.92,175.92,175.92,175.92,0.16,0,0.09,0,5/20/1996
6033,175.76,175.76,175.76,175.76,-0.33,0,-0.19,0,5/19/1996
6034,176.09,176.09,176.09,176.09,0.33,0,0.19,0,5/16/1996
6035,175.76,175.76,175.76,175.76,-0.08,0,-0.05,0,5/15/1996
6036,175.84,175.84,175.84,175.84,0.06,0,0.03,0,5/14/1996
6037,175.78,175.78,175.78,175.78,-1.09,0,-0.62,0,5/13/1996
6038,176.87,176.87,176.87,176.87,-0.22,0,-0.12,0,5/12/1996
6039,177.09,177.09,177.09,177.09,-0.03,0,-0.02,0,5/9/1996
6040,177.12,177.12,177.12,177.12,-0.62,0,-0.35,0,5/8/1996
6041,177.74,177.74,177.74,177.74,0.31,0,0.17,0,5/7/1996
6042,177.43,177.43,177.43,177.43,-0.2,0,-0.11,0,5/6/1996
6043,177.63,177.63,177.63,177.63,-0.08,0,-0.05,0,5/5/1996
6044,177.71,177.71,177.71,177.71,-0.24,0,-0.13,0,5/2/1996
6045,177.95,177.95,177.95,177.95,-0.39,0,-0.22,0,5/1/1996
6046,178.34,178.34,178.34,178.34,-1.07,0,-0.60,0,4/30/1996
6047,179.41,179.41,179.41,179.41,0.04,0,0.02,0,4/29/1996
6048,179.37,179.37,179.37,179.37,-1.03,0,-0.57,0,4/28/1996
6049,180.4,180.4,180.4,180.4,-0.24,0,-0.13,0,4/25/1996
6050,180.64,180.64,180.64,180.64,-0.12,0,-0.07,0,4/24/1996
6051,180.76,180.76,180.76,180.76,-0.34,0,-0.19,0,4/23/1996
6052,181.1,181.1,181.1,181.1,-0.46,0,-0.25,0,4/22/1996
6053,181.56,181.56,181.56,181.56,-1.13,0,-0.62,0,4/21/1996
6054,182.69,182.69,182.69,182.69,-1.03,0,-0.56,0,4/18/1996
6055,183.72,183.72,183.72,183.72,0.27,0,0.15,0,4/17/1996
6056,183.45,183.45,183.45,183.45,-1.54,0,-0.83,0,4/16/1996
6057,184.99,184.99,184.99,184.99,-0.84,0,-0.45,0,4/15/1996
6058,185.83,185.83,185.83,185.83,-0.07,0,-0.04,0,4/14/1996
6059,185.9,185.9,185.9,185.9,-1,0,-0.54,0,4/11/1996
6060,186.9,186.9,186.9,186.9,0.28,0,0.15,0,4/10/1996
6061,186.62,186.62,186.62,186.62,-0.25,0,-0.13,0,4/9/1996
6062,186.87,186.87,186.87,186.87,-0.87,0,-0.46,0,4/8/1996
6063,187.74,187.74,187.74,187.74,-0.78,0,-0.41,0,4/7/1996
6064,188.52,188.52,188.52,188.52,-0.34,0,-0.18,0,4/4/1996
6065,188.86,188.86,188.86,188.86,-2.38,0,-1.24,0,4/3/1996
6066,191.24,191.24,191.24,191.24,-0.25,0,-0.13,0,4/1/1996
6067,191.49,191.49,191.49,191.49,-0.5,0,-0.26,0,3/31/1996
6068,191.99,191.99,191.99,191.99,0,0,0.00,0,3/27/1996
6069,191.99,191.99,191.99,191.99,-0.79,0,-0.41,0,3/26/1996
6070,192.78,192.78,192.78,192.78,-0.79,0,-0.41,0,3/25/1996
6071,193.57,193.57,193.57,193.57,-0.28,0,-0.14,0,3/24/1996
6072,193.85,193.85,193.85,193.85,-0.39,0,-0.20,0,3/21/1996
6073,194.24,194.24,194.24,194.24,0.21,0,0.11,0,3/20/1996
6074,194.03,194.03,194.03,194.03,0.26,0,0.13,0,3/18/1996
6075,193.77,193.77,193.77,193.77,-0.09,0,-0.05,0,3/17/1996
6076,193.86,193.86,193.86,193.86,0.22,0,0.11,0,3/14/1996
6077,193.64,193.64,193.64,193.64,-0.46,0,-0.24,0,3/13/1996
6078,194.1,194.1,194.1,194.1,0.1,0,0.05,0,3/12/1996
6079,194,194,194,194,-0.15,0,-0.08,0,3/11/1996
6080,194.15,194.15,194.15,194.15,0.22,0,0.11,0,3/10/1996
6081,193.93,193.93,193.93,193.93,-0.59,0,-0.30,0,3/7/1996
6082,194.52,194.52,194.52,194.52,-0.53,0,-0.27,0,3/6/1996
6083,195.05,195.05,195.05,195.05,0.31,0,0.16,0,3/5/1996
6084,194.74,194.74,194.74,194.74,-0.64,0,-0.33,0,3/3/1996
6085,195.38,195.38,195.38,195.38,-0.05,0,-0.03,0,2/29/1996
6086,195.43,195.43,195.43,195.43,0.06,0,0.03,0,2/28/1996
6087,195.37,195.37,195.37,195.37,-0.08,0,-0.04,0,2/27/1996
6088,195.45,195.45,195.45,195.45,0.24,0,0.12,0,2/26/1996
6089,195.21,195.21,195.21,195.21,-0.77,0,-0.39,0,2/25/1996
6090,195.98,195.98,195.98,195.98,0.18,0,0.09,0,2/22/1996
6091,195.8,195.8,195.8,195.8,0.34,0,0.17,0,2/21/1996
6092,195.46,195.46,195.46,195.46,0.7,0,0.36,0,2/20/1996
6093,194.76,194.76,194.76,194.76,0.63,0,0.32,0,2/18/1996
6094,194.13,194.13,194.13,194.13,-0.46,0,-0.24,0,2/15/1996
6095,194.59,194.59,194.59,194.59,-0.95,0,-0.49,0,2/14/1996
6096,195.54,195.54,195.54,195.54,0.12,0,0.06,0,2/13/1996
6097,195.42,195.42,195.42,195.42,0.16,0,0.08,0,2/12/1996
6098,195.26,195.26,195.26,195.26,-0.06,0,-0.03,0,2/11/1996
6099,195.32,195.32,195.32,195.32,-4.56,0,-2.28,0,2/8/1996
6100,199.88,199.88,199.88,199.88,-0.07,0,-0.04,0,2/7/1996
6101,199.95,199.95,199.95,199.95,0.18,0,0.09,0,2/6/1996
6102,199.77,199.77,199.77,199.77,-0.53,0,-0.26,0,2/5/1996
6103,200.3,200.3,200.3,200.3,-0.77,0,-0.38,0,2/4/1996
6104,201.07,201.07,201.07,201.07,-1.21,0,-0.60,0,2/1/1996
6105,202.28,202.28,202.28,202.28,-0.63,0,-0.31,0,1/31/1996
6106,202.91,202.91,202.91,202.91,-0.97,0,-0.48,0,1/29/1996
6107,203.88,203.88,203.88,203.88,0.39,0,0.19,0,1/28/1996
6108,203.49,203.49,203.49,203.49,-0.98,0,-0.48,0,1/24/1996
6109,204.47,204.47,204.47,204.47,-0.13,0,-0.06,0,1/23/1996
6110,204.6,204.6,204.6,204.6,-0.62,0,-0.30,0,1/22/1996
6111,205.22,205.22,205.22,205.22,-0.76,0,-0.37,0,1/21/1996
6112,205.98,205.98,205.98,205.98,-0.15,0,-0.07,0,1/18/1996
6113,206.13,206.13,206.13,206.13,0.3,0,0.15,0,1/17/1996
6114,205.83,205.83,205.83,205.83,-0.32,0,-0.16,0,1/16/1996
6115,206.15,206.15,206.15,206.15,-0.38,0,-0.18,0,1/15/1996
6116,206.53,206.53,206.53,206.53,-0.65,0,-0.31,0,1/14/1996
6117,207.18,207.18,207.18,207.18,0.95,0,0.46,0,1/10/1996
6118,206.23,206.23,206.23,206.23,-2.11,0,-1.01,0,1/9/1996
6119,208.34,208.34,208.34,208.34,0.66,0,0.32,0,1/8/1996
6120,207.68,207.68,207.68,207.68,-0.4,0,-0.19,0,1/7/1996
6121,208.08,208.08,208.08,208.08,-0.2,0,-0.10,0,1/4/1996
6122,208.28,208.28,208.28,208.28,-0.11,0,-0.05,0,1/3/1996
6123,208.39,208.39,208.39,208.39,2.49,0,1.21,0,1/2/1996
6124,205.9,205.9,205.9,205.9,0.96,0,0.47,0,1/1/1996
6125,204.94,204.94,204.94,204.94,1.85,0,0.91,0,12/31/1995
6126,203.09,203.09,203.09,203.09,-0.42,0,-0.21,0,12/27/1995
6127,203.51,203.51,203.51,203.51,-0.54,0,-0.26,0,12/26/1995
6128,204.05,204.05,204.05,204.05,0.11,0,0.05,0,12/25/1995
6129,203.94,203.94,203.94,203.94,-0.62,0,-0.30,0,12/24/1995
6130,204.56,204.56,204.56,204.56,-2.04,0,-0.99,0,12/21/1995
6131,206.6,206.6,206.6,206.6,1.03,0,0.50,0,12/20/1995
6132,205.57,205.57,205.57,205.57,-0.07,0,-0.03,0,12/19/1995
6133,205.64,205.64,205.64,205.64,0.34,0,0.17,0,12/18/1995
6134,205.3,205.3,205.3,205.3,0.1,0,0.05,0,12/17/1995
6135,205.2,205.2,205.2,205.2,-1.37,0,-0.66,0,12/14/1995
6136,206.57,206.57,206.57,206.57,0.31,0,0.15,0,12/13/1995
6137,206.26,206.26,206.26,206.26,-3.13,0,-1.49,0,12/12/1995
6138,209.39,209.39,209.39,209.39,0.59,0,0.28,0,12/11/1995
6139,208.8,208.8,208.8,208.8,-2.08,0,-0.99,0,12/10/1995
6140,210.88,210.88,210.88,210.88,0.22,0,0.10,0,12/7/1995
6141,210.66,210.66,210.66,210.66,1.52,0,0.73,0,12/6/1995
6142,209.14,209.14,209.14,209.14,1.76,0,0.85,0,12/5/1995
6143,207.38,207.38,207.38,207.38,-0.24,0,-0.12,0,12/4/1995
6144,207.62,207.62,207.62,207.62,-0.56,0,-0.27,0,12/3/1995
6145,208.18,208.18,208.18,208.18,0.12,0,0.06,0,11/30/1995
6146,208.06,208.06,208.06,208.06,-0.12,0,-0.06,0,11/29/1995
6147,208.18,208.18,208.18,208.18,0.02,0,0.01,0,11/28/1995
6148,208.16,208.16,208.16,208.16,-0.42,0,-0.20,0,11/27/1995
6149,208.58,208.58,208.58,208.58,-0.37,0,-0.18,0,11/26/1995
6150,208.95,208.95,208.95,208.95,-0.16,0,-0.08,0,11/23/1995
6151,209.11,209.11,209.11,209.11,0.45,0,0.22,0,11/22/1995
6152,208.66,208.66,208.66,208.66,0.68,0,0.33,0,11/21/1995
6153,207.98,207.98,207.98,207.98,-0.21,0,-0.10,0,11/20/1995
6154,208.19,208.19,208.19,208.19,-0.16,0,-0.08,0,11/19/1995
6155,208.35,208.35,208.35,208.35,-0.79,0,-0.38,0,11/16/1995
6156,209.14,209.14,209.14,209.14,-0.86,0,-0.41,0,11/15/1995
6157,210,210,210,210,-0.29,0,-0.14,0,11/14/1995
6158,210.29,210.29,210.29,210.29,-0.85,0,-0.40,0,11/13/1995
6159,211.14,211.14,211.14,211.14,0.37,0,0.18,0,11/12/1995
6160,210.77,210.77,210.77,210.77,-1,0,-0.47,0,11/8/1995
6161,211.77,211.77,211.77,211.77,0.08,0,0.04,0,11/7/1995
6162,211.69,211.69,211.69,211.69,5.64,0,2.74,0,11/6/1995
6163,206.05,206.05,206.05,206.05,-2.89,0,-1.38,0,11/5/1995
6164,208.94,208.94,208.94,208.94,-0.02,0,-0.01,0,11/2/1995
6165,208.96,208.96,208.96,208.96,-0.42,0,-0.20,0,11/1/1995
6166,209.38,209.38,209.38,209.38,1.11,0,0.53,0,10/31/1995
6167,208.27,208.27,208.27,208.27,-0.2,0,-0.10,0,10/30/1995
6168,208.47,208.47,208.47,208.47,-0.82,0,-0.39,0,10/29/1995
6169,209.29,209.29,209.29,209.29,0.82,0,0.39,0,10/26/1995
6170,208.47,208.47,208.47,208.47,-0.58,0,-0.28,0,10/22/1995
6171,209.05,209.05,209.05,209.05,1.62,0,0.78,0,10/19/1995
6172,207.43,207.43,207.43,207.43,2.28,0,1.11,0,10/18/1995
6173,205.15,205.15,205.15,205.15,2.6,0,1.28,0,10/17/1995
6174,202.55,202.55,202.55,202.55,1.85,0,0.92,0,10/16/1995
6175,200.7,200.7,200.7,200.7,2.57,0,1.30,0,10/15/1995
6176,198.13,198.13,198.13,198.13,0.27,0,0.14,0,10/12/1995
6177,197.86,197.86,197.86,197.86,0.35,0,0.18,0,10/11/1995
6178,197.51,197.51,197.51,197.51,0.29,0,0.15,0,10/10/1995
6179,197.22,197.22,197.22,197.22,-0.57,0,-0.29,0,10/9/1995
6180,197.79,197.79,197.79,197.79,-0.24,0,-0.12,0,10/8/1995
6181,198.03,198.03,198.03,198.03,0.17,0,0.09,0,9/28/1995
6182,197.86,197.86,197.86,197.86,-0.72,0,-0.36,0,9/27/1995
